sample_id,source_form,clean_form_id,anomaly_type,clean_score,synthetic_score,score_change,relative_change
synthetic_form_00045,c03-096c,c03-096c,dropout,0.7038279175758362,0.5380434989929199,-0.16578441858291626,-0.23554680354034868
synthetic_form_00046,c03-087a,c03-087a,thickening,1.3710256814956665,1.1460864543914795,-0.224939227104187,-0.16406638365674855
synthetic_form_00047,k04-054,k04-054,thickening,1.0084666013717651,0.7954963445663452,-0.21297025680541992,-0.21118225869245932
synthetic_form_00048,d04-101,d04-101,dropout,1.0132540464401245,1.2135118246078491,0.2002577781677246,0.19763826939049448
synthetic_form_00049,c06-080,c06-080,dropout,1.0206949710845947,0.88124680519104,-0.1394481658935547,-0.13662080100107526
synthetic_form_00050,a01-003x,a01-003x,blur,0.6571789979934692,0.5268347263336182,-0.13034427165985107,-0.19833906755151007
synthetic_form_00051,g06-042f,g06-042f,thinning,1.1078697443008423,0.8607445955276489,-0.24712514877319336,-0.22306335904002528
synthetic_form_00052,e07-007,e07-007,thickening,0.9529775977134705,0.6881512403488159,-0.26482635736465454,-0.27789357821330807
synthetic_form_00053,f02-040,f02-040,dropout,1.2896398305892944,0.8795695900917053,-0.4100702404975891,-0.31797268321844774
synthetic_form_00054,h07-037a,h07-037a,thickening,0.8402754068374634,0.655942976474762,-0.18433243036270142,-0.2193714425878025
synthetic_form_00055,a05-094(1),a05-094,thickening,0.9496423602104187,1.0370901823043823,0.08744782209396362,0.09208500466821759
synthetic_form_00056,d04-086,d04-086,thinning,1.3588331937789917,1.12163245677948,-0.23720073699951172,-0.17456207012004352
synthetic_form_00057,m02-095,m02-095,blur,0.864205539226532,0.7732129096984863,-0.09099262952804565,-0.10529049438468022
synthetic_form_00058,e01-025,e01-025,thinning,1.1883586645126343,0.9142649173736572,-0.27409374713897705,-0.2306490060767112
synthetic_form_00059,g06-026a,g06-026a,dropout,0.8126237988471985,0.5617379546165466,-0.25088584423065186,-0.3087355323572941
synthetic_form_00060,f03-182,f03-182,thickening,0.9951606392860413,0.6610848903656006,-0.3340757489204407,-0.33570032050615833
synthetic_form_00061,k02-053,k02-053,thinning,0.987499475479126,1.2315245866775513,0.2440251111984253,0.24711416541146497
synthetic_form_00062,a04-089,a04-089,blur,0.4586246609687805,0.6058599948883057,0.14723533391952515,0.3210366629612644
synthetic_form_00063,c02-022,c02-022,blur,0.31245315074920654,0.4936271011829376,0.18117395043373108,0.5798435515880477
synthetic_form_00064,m01-131,m01-131,thickening,0.6918059587478638,0.46461331844329834,-0.22719264030456543,-0.32840514619405986
synthetic_form_00065,k04-093,k04-093,thinning,1.3240793943405151,1.3143162727355957,-0.009763121604919434,-0.007373516703692069
synthetic_form_00066,b03-109,b03-109,thinning,0.5120067000389099,0.4715220630168915,-0.04048463702201843,-0.07907052042138628
synthetic_form_00067,e04-079,e04-079,thinning,0.42046481370925903,0.28285452723503113,-0.1376102864742279,-0.3272813294112375
synthetic_form_00068,h07-057a,h07-057a,thickening,0.7826657891273499,0.49144259095191956,-0.2912231981754303,-0.37209138114906243
synthetic_form_00069,g06-042g,g06-042g,blur,1.1560568809509277,0.615379810333252,-0.5406770706176758,-0.46769071215252717
synthetic_form_00070,b04-195,b04-195,dropout,0.464120090007782,0.3757261633872986,-0.0883939266204834,-0.19045485558371913
synthetic_form_00071,k04-061,k04-061,thickening,0.6243139505386353,0.7974889278411865,0.17317497730255127,0.2773844383571724
synthetic_form_00072,a05-044,a05-044,blur,1.0631968975067139,1.1546683311462402,0.09147143363952637,0.08603433004149211
synthetic_form_00073,l04-034,l04-034,thinning,0.777226984500885,0.7645503282546997,-0.012676656246185303,-0.016310108032629413
synthetic_form_00074,f01-139,f01-139,blur,0.9696539640426636,0.5672858357429504,-0.40236812829971313,-0.41496053135549715
synthetic_form_00075,c06-031,c06-031,blur,0.8745845556259155,0.76080322265625,-0.11378133296966553,-0.130097577114496
synthetic_form_00076,k04-156,k04-156,thinning,1.2628200054168701,0.6632236242294312,-0.599596381187439,-0.47480747364421994
synthetic_form_00077,c02-089,c02-089,thinning,0.7123546004295349,0.9021701216697693,0.18981552124023438,0.26646212218066445
synthetic_form_00078,g06-031r,g06-031r,blur,0.7318792939186096,0.8809018731117249,0.14902257919311523,0.20361633181212027
synthetic_form_00079,c02-035,c02-035,dropout,1.2465639114379883,0.525538444519043,-0.7210254669189453,-0.5784103442422737
synthetic_form_00080,d01-060,d01-060,blur,1.1080113649368286,1.0992928743362427,-0.008718490600585938,-0.007868593046784387
synthetic_form_00081,f01-066,f01-066,thinning,1.1869573593139648,0.6617620587348938,-0.525195300579071,-0.44247191529938634
synthetic_form_00082,n02-120,n02-120,blur,0.8296080827713013,0.7153525948524475,-0.11425548791885376,-0.1377222436888048
synthetic_form_00083,a04-096,a04-096,dropout,0.3420715630054474,0.5721557140350342,0.2300841510295868,0.672619911114107
synthetic_form_00084,n04-171,n04-171,thickening,0.7848021984100342,0.7487832903862,-0.03601890802383423,-0.04589552327688595
synthetic_form_00085,c03-081c,c03-081c,dropout,1.100513219833374,0.8478598594665527,-0.2526533603668213,-0.22957775837467662
synthetic_form_00086,f07-088b,f07-088b,dropout,1.3513270616531372,0.729604959487915,-0.6217221021652222,-0.4600826218960022
synthetic_form_00087,m01-060,m01-060,thinning,0.4108642041683197,0.5170251727104187,0.106160968542099,0.25838455840451413
synthetic_form_00088,a02-102,a02-102,thinning,0.8490217328071594,0.6306123733520508,-0.21840935945510864,-0.2572482522449564
synthetic_form_00089,g06-045f,g06-045f,blur,1.0671768188476562,0.8589383959770203,-0.208238422870636,-0.1951301951481584
synthetic_form_00090,n03-064,n03-064,blur,1.442608118057251,0.7737320065498352,-0.6688761115074158,-0.46365752313359415
synthetic_form_00091,n03-106,n03-106,blur,1.0002859830856323,0.8623933792114258,-0.13789260387420654,-0.1378531788182321
synthetic_form_00092,k04-093,k04-093,dropout,1.3240793943405151,1.3070164918899536,-0.017062902450561523,-0.012886615707960545
synthetic_form_00093,n04-139,n04-139,blur,1.099921464920044,0.6916600465774536,-0.40826141834259033,-0.37117324068272045
synthetic_form_00094,g06-031e,g06-031e,blur,1.1138665676116943,0.6317065358161926,-0.4821600317955017,-0.432870544360285
synthetic_form_00095,e04-124,e04-124,blur,0.8061525821685791,0.749638020992279,-0.05651456117630005,-0.0701040494384244
synthetic_form_00096,g07-030,g07-030,dropout,0.9862281680107117,0.8336148858070374,-0.15261328220367432,-0.15474439445798996
synthetic_form_00097,r03-056,r03-056,blur,0.5270996689796448,0.5659775733947754,0.038877904415130615,0.07375816371277277
synthetic_form_00098,j01-045,j01-045,blur,0.5431678295135498,0.9199901223182678,0.376822292804718,0.6937492712053652
synthetic_form_00099,a06-114,a06-114,blur,0.6996023654937744,0.6441042423248291,-0.05549812316894531,-0.07932809423320658
synthetic_form_00100,d01-118,d01-118,thickening,0.5042393207550049,0.3331329822540283,-0.17110633850097656,-0.3393355656028984
synthetic_form_00101,h01-027,h01-027,dropout,1.127760410308838,0.8669963479042053,-0.26076406240463257,-0.2312229243984482
synthetic_form_00102,g06-037e,g06-037e,dropout,0.46237310767173767,0.7527793049812317,0.290406197309494,0.6280775983946113
synthetic_form_00103,g06-026i,g06-026i,thickening,0.9489590525627136,1.0589038133621216,0.10994476079940796,0.11585827580643612
synthetic_form_00104,c06-138,c06-138,dropout,1.8090447187423706,1.0671803951263428,-0.7418643236160278,-0.41008622497231695
synthetic_form_00105,a03-023,a03-023,dropout,0.7430823445320129,0.7180728316307068,-0.025009512901306152,-0.03365644837180521
synthetic_form_00106,b05-042,b05-042,blur,1.6816868782043457,0.8574324250221252,-0.8242544531822205,-0.49013550558292956
synthetic_form_00107,g06-047l,g06-047l,dropout,0.7073050141334534,0.7614437937736511,0.054138779640197754,0.07654233717132895
synthetic_form_00108,k04-022,k04-022,dropout,0.9517589807510376,0.8168497085571289,-0.1349092721939087,-0.14174730525786905
synthetic_form_00109,d07-102,d07-102,dropout,0.873467743396759,0.7590081691741943,-0.1144595742225647,-0.13104041194131322
synthetic_form_00110,m04-007,m04-007,thickening,0.42219242453575134,0.6612639427185059,0.23907151818275452,0.5662619664079033
synthetic_form_00111,e04-114,e04-114,blur,1.1152749061584473,0.6400925517082214,-0.47518235445022583,-0.4260674633362924
synthetic_form_00112,k02-097,k02-097,thinning,0.7566282153129578,0.6427496671676636,-0.11387854814529419,-0.15050793022979225
synthetic_form_00113,p01-174,p01-174,thickening,0.9525720477104187,0.8266516923904419,-0.1259203553199768,-0.13218984779234047
synthetic_form_00114,g06-031h,g06-031h,dropout,0.5189999341964722,0.5997262001037598,0.0807262659072876,0.15554195488839576
synthetic_form_00115,a04-031,a04-031,dropout,0.501659095287323,0.7094970941543579,0.2078379988670349,0.41430125891564673
synthetic_form_00116,l04-066,l04-066,dropout,0.8659228682518005,0.9020158052444458,0.036092936992645264,0.04168146829139424
synthetic_form_00117,h02-008,h02-008,dropout,0.7907147407531738,0.48495033383369446,-0.30576440691947937,-0.38669369279911847
synthetic_form_00118,g06-037o,g06-037o,thinning,1.2047851085662842,0.9935306906700134,-0.21125441789627075,-0.17534613819572015
synthetic_form_00119,d01-016,d01-016,thickening,1.5696808099746704,0.7141322493553162,-0.8555485606193542,-0.5450461964829003
synthetic_form_00120,f07-028a,f07-028a,dropout,1.3444041013717651,1.447344422340393,0.10294032096862793,0.07656947795525007
synthetic_form_00121,b04-154,b04-154,dropout,1.2028459310531616,0.8876177668571472,-0.3152281641960144,-0.26206861031597595
synthetic_form_00122,l04-159,l04-159,thickening,0.3916531503200531,0.5818264484405518,0.19017329812049866,0.48556559064936916
synthetic_form_00123,g06-042r,g06-042r,thinning,1.0912388563156128,1.1520129442214966,0.06077408790588379,0.05569274499090875
synthetic_form_00124,e01-018,e01-018,dropout,0.7577942609786987,0.7350616455078125,-0.02273261547088623,-0.02999839975238508
synthetic_form_00125,f04-079,f04-079,blur,1.4824938774108887,0.8792613744735718,-0.6032325029373169,-0.4069038719551393
synthetic_form_00126,r06-137,r06-137,dropout,0.33226871490478516,0.40404391288757324,0.07177519798278809,0.21601550974548078
synthetic_form_00127,a01-063x,a01-063x,thinning,1.1358225345611572,0.9382966160774231,-0.19752591848373413,-0.17390561530018878
synthetic_form_00128,n02-000,n02-000,thinning,0.9569158554077148,0.7980917096138,-0.1588241457939148,-0.16597503661018756
synthetic_form_00129,a01-072u,a01-072u,thinning,1.136181116104126,1.145979404449463,0.009798288345336914,0.008623878816694007
synthetic_form_00130,n04-015,n04-015,dropout,0.4167618453502655,0.5905454754829407,0.17378363013267517,0.416985450807679
synthetic_form_00131,p02-105,p02-105,thinning,0.2536720931529999,0.5432186126708984,0.28954651951789856,1.141420423921275
synthetic_form_00132,c03-000c,c03-000c,thickening,1.0200223922729492,0.8365234732627869,-0.18349891901016235,-0.17989694991136052
synthetic_form_00133,l01-173,l01-173,thinning,0.9140223860740662,0.656490683555603,-0.25753170251846313,-0.2817564466960769
synthetic_form_00134,l04-159,l04-159,thickening,0.3916531503200531,0.5951879024505615,0.20353475213050842,0.519681117762928
synthetic_form_00135,e07-094,e07-094,thickening,1.0097169876098633,0.9262420535087585,-0.08347493410110474,-0.08267161422329346
synthetic_form_00136,a02-078,a02-078,blur,0.39647820591926575,0.7028072476387024,0.30632904171943665,0.7726251516976508
synthetic_form_00137,a04-092,a04-092,thickening,0.4541099965572357,0.5319515466690063,0.07784155011177063,0.17141562394080284
synthetic_form_00138,h05-012,h05-012,dropout,1.2201509475708008,0.942734956741333,-0.2774159908294678,-0.22736202361532007
synthetic_form_00139,p03-029,p03-029,blur,1.1941343545913696,0.9974170923233032,-0.1967172622680664,-0.1647362877253622
synthetic_form_00140,m02-069,m02-069,dropout,0.7464857697486877,0.7882711887359619,0.04178541898727417,0.05597617546223274
synthetic_form_00141,g06-045o,g06-045o,thinning,1.242801547050476,0.9361206889152527,-0.3066808581352234,-0.24676574984590854
synthetic_form_00142,e04-038,e04-038,dropout,0.6999656558036804,0.5436847805976868,-0.15628087520599365,-0.2232693442564164
synthetic_form_00143,f07-028a,f07-028a,thinning,1.3444041013717651,1.431281328201294,0.08687722682952881,0.06462136354290339
synthetic_form_00144,c06-052,c06-052,blur,0.17310044169425964,0.283674031496048,0.11057358980178833,0.6387827918386372
synthetic_form_00145,e04-043,e04-043,thinning,0.17423009872436523,0.461753249168396,0.28752315044403076,1.6502495036543707
synthetic_form_00146,d05-030,d05-030,thinning,0.28119438886642456,0.506847620010376,0.22565323114395142,0.8024812444829074
synthetic_form_00147,m06-091,m06-091,thickening,0.7316622734069824,0.6792627573013306,-0.052399516105651855,-0.07161707975659716
synthetic_form_00148,e06-049,e06-049,blur,1.3615790605545044,0.8925057649612427,-0.4690732955932617,-0.34450683455513986
synthetic_form_00149,n03-066,n03-066,blur,0.6556552648544312,1.0460251569747925,0.39036989212036133,0.5953889293532053
synthetic_form_00150,g06-042k,g06-042k,blur,1.0207122564315796,0.7926517724990845,-0.22806048393249512,-0.2234326865981506
synthetic_form_00151,p02-139,p02-139,blur,1.0577224493026733,0.8362646698951721,-0.22145777940750122,-0.20937229559586182
synthetic_form_00152,d04-047,d04-047,blur,1.3218528032302856,1.332175374031067,0.01032257080078125,0.007809168083967992
synthetic_form_00153,b04-040,b04-040,thinning,0.8299390077590942,0.627389132976532,-0.20254987478256226,-0.2440539249853129
synthetic_form_00154,r03-110,r03-110,blur,0.7733807563781738,0.7622694373130798,-0.011111319065093994,-0.014367203773542893
synthetic_form_00155,b01-023,b01-023,blur,0.3029823899269104,0.41677045822143555,0.11378806829452515,0.3755599939863658
synthetic_form_00156,c03-081e,c03-081e,thinning,1.021026849746704,0.8715503811836243,-0.14947646856307983,-0.14639817467697364
synthetic_form_00157,a02-116,a02-116,thinning,0.5113774538040161,0.39687663316726685,-0.11450082063674927,-0.22390666140233226
synthetic_form_00158,b01-049,b01-049,dropout,0.6099923253059387,0.918976366519928,0.30898404121398926,0.5065375797861784
synthetic_form_00159,h02-022,h02-022,thickening,1.4006836414337158,1.4997349977493286,0.09905135631561279,0.07071643637321355
synthetic_form_00160,h02-017,h02-017,dropout,0.541383683681488,0.5600441694259644,0.01866048574447632,0.03446813408357812
synthetic_form_00161,h06-082,h06-082,thinning,0.8458875417709351,0.8142819404602051,-0.03160560131072998,-0.037363833105902855
synthetic_form_00162,k07-085,k07-085,thickening,1.0101828575134277,1.2540949583053589,0.24391210079193115,0.24145341267994627
synthetic_form_00163,g06-037i,g06-037i,thinning,0.9906170964241028,1.2512071132659912,0.2605900168418884,0.2630582645423495
synthetic_form_00164,g06-050k,g06-050k,dropout,0.5325943827629089,0.3734402060508728,-0.15915417671203613,-0.2988281117388436
synthetic_form_00165,f01-066,f01-066,thickening,1.1869573593139648,0.6608964800834656,-0.5260608792304993,-0.4432011568659377
synthetic_form_00166,m03-118,m03-118,thinning,1.3465067148208618,1.670479655265808,0.3239729404449463,0.24060254172740755
synthetic_form_00167,c03-016d,c03-016d,dropout,0.7152765393257141,0.5018840432167053,-0.2133924961090088,-0.29833565256706973
synthetic_form_00168,g06-050k,g06-050k,thinning,0.5325943827629089,0.3977161645889282,-0.1348782181739807,-0.2532475369751469
synthetic_form_00169,p03-027,p03-027,thickening,0.5184918642044067,0.38121768832206726,-0.13727417588233948,-0.2647566581308108
synthetic_form_00170,d04-071,d04-071,thinning,1.2201249599456787,0.6265659332275391,-0.5935590267181396,-0.4864739607325351
synthetic_form_00171,b03-104,b03-104,blur,0.5634077191352844,0.64427649974823,0.08086878061294556,0.14353509267091982
synthetic_form_00172,b06-019,b06-019,blur,1.5654892921447754,1.0845001935958862,-0.48098909854888916,-0.30724521585035247
synthetic_form_00173,l07-065,l07-065,thickening,1.8010634183883667,1.283008337020874,-0.5180550813674927,-0.2876384436005457
synthetic_form_00174,n06-156,n06-156,blur,0.5941415429115295,0.6707877516746521,0.07664620876312256,0.12900327941637088
synthetic_form_00175,h07-030,h07-030,thickening,0.8779934644699097,0.8610304594039917,-0.01696300506591797,-0.01932019492076455
synthetic_form_00176,r03-035,r03-035,thickening,0.8866729736328125,0.7155203819274902,-0.17115259170532227,-0.19302786355809357
synthetic_form_00177,d04-021,d04-021,blur,0.9105476140975952,0.9530249238014221,0.042477309703826904,0.046650288880742886
synthetic_form_00178,l01-179,l01-179,dropout,1.4099754095077515,0.8306326270103455,-0.579342782497406,-0.41088856903595194
synthetic_form_00179,j04-012,j04-012,thinning,1.1812751293182373,1.229648232460022,0.04837310314178467,0.04094990365216929
synthetic_form_00180,m04-138,m04-138,blur,1.1183756589889526,1.0002049207687378,-0.11817073822021484,-0.10566283002834367
synthetic_form_00181,g06-031j,g06-031j,thinning,0.4074763059616089,0.559988796710968,0.15251249074935913,0.3742855345824035
synthetic_form_00182,g06-031r,g06-031r,dropout,0.7318792939186096,0.8573123216629028,0.1254330277442932,0.17138485413196256
synthetic_form_00183,k04-050,k04-050,blur,0.8838250637054443,0.6755331754684448,-0.2082918882369995,-0.23567094262638866
synthetic_form_00184,d06-086,d06-086,thickening,1.1547634601593018,0.9647672176361084,-0.18999624252319336,-0.16453260553607835
synthetic_form_00185,k03-138,k03-138,thinning,1.025789499282837,0.8686838150024414,-0.1571056842803955,-0.15315586956064042
synthetic_form_00186,m03-020,m03-020,thickening,1.0092326402664185,0.5966088771820068,-0.4126237630844116,-0.40884900322585355
synthetic_form_00187,e01-107,e01-107,dropout,1.0687506198883057,0.8767719864845276,-0.19197863340377808,-0.1796290248023916
synthetic_form_00188,p02-090,p02-090,thinning,0.48567143082618713,0.5775924921035767,0.09192106127738953,0.18926593896692884
synthetic_form_00189,f02-017,f02-017,thickening,0.8338780999183655,0.8621365427970886,0.028258442878723145,0.033887977802282844
synthetic_form_00190,b03-087,b03-087,dropout,1.2626887559890747,1.2317924499511719,-0.030896306037902832,-0.024468663118026156
synthetic_form_00191,p03-181,p03-181,dropout,0.9568996429443359,0.9008447527885437,-0.056054890155792236,-0.0585796953560532
synthetic_form_00192,h04-000,h04-000,thinning,0.9274078011512756,0.7451223731040955,-0.18228542804718018,-0.1965536906799315
synthetic_form_00193,c03-096d,c03-096d,thinning,0.6212279796600342,0.5865349769592285,-0.034693002700805664,-0.05584584609555558
synthetic_form_00194,e04-015,e04-015,blur,0.6860220432281494,0.7673505544662476,0.08132851123809814,0.11855086998354968
synthetic_form_00195,a01-007,a01-007,dropout,0.8755803108215332,0.7492267489433289,-0.12635356187820435,-0.14430836197831654
synthetic_form_00196,b06-071,b06-071,blur,1.7196791172027588,1.2013643980026245,-0.5183147192001343,-0.30140199471004125
synthetic_form_00197,f07-013,f07-013,dropout,1.2310947179794312,0.8759863972663879,-0.3551083207130432,-0.28844922542709184
synthetic_form_00198,g06-101,g06-101,thinning,0.9115983247756958,1.122279167175293,0.21068084239959717,0.2311114822861501
synthetic_form_00199,d04-071,d04-071,thickening,1.2201249599456787,0.6480423808097839,-0.5720825791358948,-0.46887211820717395
synthetic_form_00200,r06-053,r06-053,dropout,0.19313621520996094,0.45646798610687256,0.2633317708969116,1.363450955980113
synthetic_form_00201,n03-066,n03-066,thickening,0.6556552648544312,1.0420223474502563,0.3863670825958252,0.5892838773875594
synthetic_form_00202,h07-037,h07-037,dropout,0.8311127424240112,0.7168112397193909,-0.11430150270462036,-0.13752827443839633
synthetic_form_00203,b01-018,b01-018,thinning,0.9776595830917358,0.8818508982658386,-0.09580868482589722,-0.09799800002259813
synthetic_form_00204,n02-037,n02-037,blur,0.6446518301963806,0.5954182147979736,-0.04923361539840698,-0.07637241116601624
synthetic_form_00205,f07-039a,f07-039a,thickening,0.8361202478408813,0.5694001317024231,-0.26672011613845825,-0.3189973136486506
synthetic_form_00206,n04-084,n04-084,dropout,0.8383325934410095,0.7642825841903687,-0.07405000925064087,-0.08833010781961255
synthetic_form_00207,k02-112,k02-112,thinning,1.3322733640670776,1.2092019319534302,-0.12307143211364746,-0.09237701098682397
synthetic_form_00208,d04-008,d04-008,thickening,1.0803145170211792,1.1258540153503418,0.0455394983291626,0.04215392572266115
synthetic_form_00209,c03-003b,c03-003b,thickening,1.040093183517456,0.7386081218719482,-0.3014850616455078,-0.28986350792848253
synthetic_form_00210,a03-066,a03-066,dropout,1.002940058708191,0.952197253704071,-0.05074280500411987,-0.050594055006175725
synthetic_form_00211,b06-049,b06-049,thinning,1.2570784091949463,0.9663490056991577,-0.2907294034957886,-0.23127388001933602
synthetic_form_00212,c03-021b,c03-021b,thinning,0.9489806890487671,0.6611826419830322,-0.28779804706573486,-0.3032707065109079
synthetic_form_00213,l04-052,l04-052,blur,0.826675534248352,0.6609084010124207,-0.1657671332359314,-0.2005226045324152
synthetic_form_00214,g07-007b,g07-007b,dropout,0.5729008913040161,0.5363810062408447,-0.03651988506317139,-0.06374555351553149
synthetic_form_00215,e04-132,e04-132,blur,0.8224868774414062,0.6440117359161377,-0.17847514152526855,-0.2169945129222295
synthetic_form_00216,l04-106,l04-106,blur,0.8203762173652649,0.9736484289169312,0.15327221155166626,0.18683161022829495
synthetic_form_00217,g06-115,g06-115,dropout,1.278083324432373,1.0716959238052368,-0.20638740062713623,-0.16148195901388368
synthetic_form_00218,h04-007,h04-007,blur,0.7229959964752197,0.8711439967155457,0.14814800024032593,0.20490846272109195
synthetic_form_00219,l01-143,l01-143,thickening,0.6834765076637268,0.9847232103347778,0.301246702671051,0.44075647792667194
synthetic_form_00220,g06-026a,g06-026a,thickening,0.8126237988471985,0.5643406510353088,-0.24828314781188965,-0.3055327017357616
synthetic_form_00221,r06-057,r06-057,thinning,0.22614480555057526,0.3007145822048187,0.07456977665424347,0.3297434719991032
synthetic_form_00222,c06-138,c06-138,thinning,1.8090447187423706,1.0713591575622559,-0.7376855611801147,-0.40777629732402815
synthetic_form_00223,m04-019,m04-019,dropout,0.8515953421592712,0.7128944993019104,-0.13870084285736084,-0.16287177061931643
synthetic_form_00224,a02-008,a02-008,thickening,0.5965400338172913,0.6797080636024475,0.08316802978515625,0.13941734615661278
synthetic_form_00225,f04-079,f04-079,thinning,1.4824938774108887,0.8773379921913147,-0.605155885219574,-0.4082012683886694
synthetic_form_00226,j06-030,j06-030,blur,1.047062873840332,0.8841866254806519,-0.16287624835968018,-0.15555536431803976
synthetic_form_00227,h02-043,h02-043,blur,0.6052638292312622,0.5500874519348145,-0.055176377296447754,-0.09116086856688242
