sample_id,form_id,writer_id,image_path,image_width,image_height,skew,baseline_deviation,word_spacing_cv,character_height_cv,average_word_height,average_word_width,stroke_density,slant_angle,writing_area,connected_component_count,num_lines,num_words,num_components,segmentation_error_count
a01-082u,a01-082u,000,data/raw/IAM/images/formsA-D/a01-082u.png,2479,3542,223.0,5.323279335067691,0.2820977500794931,0.425807568611036,53.67741935483871,224.51612903225808,0.05413079447844477,-11.6,0.3711346968971888,214,10,62,208,0
a01-087,a01-087,017,data/raw/IAM/images/formsA-D/a01-087.png,2479,3542,159.0,8.098924264735137,0.33040052636668704,0.42732478398705137,77.26153846153846,174.46153846153845,0.07029525415172826,18.77777777777778,0.32667905607555187,170,9,65,166,1
a01-087u,a01-087u,000,data/raw/IAM/images/formsA-D/a01-087u.png,2479,3542,191.0,5.24227792994008,0.35247483171565386,0.4006223634682104,49.265625,197.109375,0.05266132027180295,-13.444444444444445,0.34040086927822166,195,9,64,188,0
a01-091,a01-091,016,data/raw/IAM/images/formsA-D/a01-091.png,2479,3542,30.0,11.8261237572934,0.26789449639847746,0.5477339752692093,104.2394366197183,201.29577464788733,0.056442180720618754,14.636363636363637,0.42260123376281716,211,11,71,204,0
a01-091u,a01-091u,000,data/raw/IAM/images/formsA-D/a01-091u.png,2479,3542,255.0,6.607578054922112,0.3482682814267195,0.38664152758324155,48.985915492957744,181.90140845070422,0.04946153928065623,-13.8,0.38502392428414495,185,10,71,181,0
a01-096u,a01-096u,000,data/raw/IAM/images/formsA-D/a01-096u.png,2479,3542,255.0,5.480727764807242,0.2965999091151759,0.39194490674824345,48.073170731707314,173.64634146341464,0.05026661033085768,-12.090909090909092,0.40862818539651763,237,11,82,225,2
a01-102,a01-102,016,data/raw/IAM/images/formsA-D/a01-102.png,2479,3542,30.0,17.114343270802035,0.2860221676799367,0.6400257634197775,102.25333333333333,186.01333333333332,0.05874318308291597,15.909090909090908,0.40931059750008486,228,11,75,216,3
a01-102u,a01-102u,000,data/raw/IAM/images/formsA-D/a01-102u.png,2479,3542,255.0,7.149397601219143,0.3052803695506646,0.4519640309382199,47.61333333333334,163.70666666666668,0.05337238119152374,-16.11111111111111,0.33381522803975755,222,9,75,216,1
a01-107,a01-107,018,data/raw/IAM/images/formsA-D/a01-107.png,2479,3542,127.0,16.759920270866505,0.3779788008921243,0.5825224159974212,78.61194029850746,95.70149253731343,0.06037447504615767,21.0,0.1904795311673962,236,5,67,210,2
a01-107u,a01-107u,000,data/raw/IAM/images/formsA-D/a01-107u.png,2479,3542,255.0,9.299245388299664,0.39423056046232685,0.4202849041558881,45.455882352941174,166.35294117647058,0.050726133939018515,-15.5,0.3044587522199462,171,8,68,168,1
a01-113,a01-113,018,data/raw/IAM/images/formsA-D/a01-113.png,2479,3542,159.0,5.1545618607243275,0.24538813412622731,0.5930251549496753,83.21428571428571,122.54761904761905,0.0560597427820958,21.88888888888889,0.3178170374795943,376,9,84,358,0
a01-113u,a01-113u,000,data/raw/IAM/images/formsA-D/a01-113u.png,2479,3542,95.0,6.128167032453178,0.28256678218525333,0.4112410385577147,51.82142857142857,191.79761904761904,0.05258926348289428,-13.545454545454545,0.4573937734223263,244,11,84,237,0
a01-117,a01-117,019,data/raw/IAM/images/formsA-D/a01-117.png,2479,3542,127.0,10.947727783183785,0.4572720209528641,0.51994974827858,84.63440860215054,151.5268817204301,0.07026663759192116,24.2,0.3697694171412536,228,10,93,222,1
a01-117u,a01-117u,000,data/raw/IAM/images/formsA-D/a01-117u.png,2479,3542,319.0,6.424753562617432,0.31244082011435326,0.4158412412778878,51.0,178.22988505747125,0.052641594625965835,-16.454545454545453,0.42072300605720464,246,11,87,236,0
a01-122,a01-122,019,data/raw/IAM/images/formsA-D/a01-122.png,2479,3542,127.0,13.39031547991081,0.4911834101965067,0.529116873570593,70.75,137.04761904761904,0.077903991425279,27.25,0.2800852969574579,174,8,84,168,2
a01-122u,a01-122u,000,data/raw/IAM/images/formsA-D/a01-122u.png,2479,3542,255.0,6.519225621100197,0.3252974519492246,0.40833482470279847,47.035714285714285,165.82142857142858,0.04546736785329018,-18.09090909090909,0.4222937383222912,238,11,84,221,0
a01-128,a01-128,019,data/raw/IAM/images/formsA-D/a01-128.png,2479,3542,159.0,15.050623231220966,0.5377408012914245,0.5256937531455321,83.28571428571429,155.67857142857142,0.0778970972810607,25.444444444444443,0.32819011144773635,178,9,84,172,3
a01-128u,a01-128u,000,data/raw/IAM/images/formsA-D/a01-128u.png,2479,3542,191.0,6.209492026358492,0.2668902634892805,0.40520749421585917,53.154761904761905,180.79761904761904,0.05259848481032825,-13.727272727272727,0.4296204435724228,235,11,84,227,3
a01-132,a01-132,020,data/raw/IAM/images/formsA-D/a01-132.png,2479,3542,191.0,7.001634770066269,0.2743206850333539,0.5902500744732879,63.92857142857143,226.68571428571428,0.04726657886047887,-8.0,0.4394335341772071,200,12,70,192,2
a01-132u,a01-132u,000,data/raw/IAM/images/formsA-D/a01-132u.png,2479,3542,223.0,6.597659332151895,0.3329458474260637,0.4581121572242032,50.57142857142857,210.24285714285713,0.05243958438018798,-19.8,0.39980283847902276,229,10,70,217,0
a01-132x,a01-132x,000,data/raw/IAM/images/formsA-D/a01-132x.png,2479,3542,-63.0,11.247177343914899,0.3466996017008277,0.5271609383485321,62.14492753623188,193.65217391304347,0.049565190680846166,-6.111111111111111,0.34851669893850296,253,9,69,245,0
a02-000,a02-000,021,data/raw/IAM/images/formsA-D/a02-000.png,2479,3542,-95.0,7.319718057622744,0.45619448772410975,0.4670367925600079,68.9076923076923,183.13846153846154,0.05294827187883474,39.5,0.2942967112337651,293,8,65,261,0
a02-004,a02-004,022,data/raw/IAM/images/formsA-D/a02-004.png,2479,3542,-95.0,6.488276839095263,0.348427861351471,0.5266241600649678,81.0657894736842,228.69736842105263,0.04788070921288417,27.363636363636363,0.435474131775235,412,11,76,417,2
a02-008,a02-008,023,data/raw/IAM/images/formsA-D/a02-008.png,2479,3542,-63.0,4.764979185373637,0.3392261063694363,0.4714992908337209,49.77215189873418,147.0632911392405,0.0451380108541306,27.666666666666668,0.3161606620399612,392,9,79,382,1
a02-012,a02-012,024,data/raw/IAM/images/formsA-D/a02-012.png,2479,3542,-127.0,15.362153839084815,0.3499528568937947,0.657055700203501,82.6969696969697,220.1818181818182,0.05479513192749523,0.4,0.39042046926537516,197,10,66,195,1
a02-017,a02-017,025,data/raw/IAM/images/formsA-D/a02-017.png,2479,3542,158.0,9.295753804454945,0.3568706602204039,0.6120470009403248,62.75714285714286,157.05714285714285,0.04572659310398324,15.0,0.28188995353174456,136,8,70,135,1
a02-020,a02-020,025,data/raw/IAM/images/formsA-D/a02-020.png,2479,3542,63.0,8.256017829805533,0.38295870689905015,0.6049775692496758,57.0,146.19354838709677,0.04128750637244192,15.857142857142858,0.2502056233399517,119,7,62,119,0
a02-024,a02-024,025,data/raw/IAM/images/formsA-D/a02-024.png,2479,3542,63.0,7.447507875753431,0.24971547612895303,0.6400646458146825,65.12698412698413,172.93650793650792,0.042847311461232544,18.0,0.28049904915576557,149,8,63,148,1
a02-027,a02-027,025,data/raw/IAM/images/formsA-D/a02-027.png,2479,3542,190.0,9.55372293862952,0.2394583618845465,0.5522850317689565,63.337078651685395,153.19101123595505,0.042430896964279576,17.6,0.3710153431113846,165,10,89,159,0
a02-032,a02-032,025,data/raw/IAM/images/formsA-D/a02-032.png,2479,3542,158.0,10.830163094264913,0.3274674716041131,0.6386609543650552,59.9,139.5142857142857,0.04528224748020284,16.142857142857142,0.24513707349528244,140,7,70,136,0
a02-037,a02-037,026,data/raw/IAM/images/formsA-D/a02-037.png,2479,3542,190.0,13.653748728452408,0.35805514910082864,0.5104058818249467,70.11494252873563,164.17241379310346,0.06190987124463519,20.4,0.3672543322121518,294,10,87,288,2
a02-042,a02-042,026,data/raw/IAM/images/formsA-D/a02-042.png,2479,3542,159.0,8.760043759644311,0.3437029712358523,0.4533900804936067,67.7536231884058,152.2463768115942,0.05762490846899983,23.0,0.28384391622548666,199,8,69,197,3
a02-046,a02-046,027,data/raw/IAM/images/formsA-D/a02-046.png,2479,3542,0.0,10.779129422161267,0.3598900076225495,0.505557816198848,64.31645569620254,134.54430379746836,0.043565988725099924,-21.5,0.28323063365243767,304,8,79,304,1
a02-050,a02-050,028,data/raw/IAM/images/formsA-D/a02-050.png,2479,3542,-95.0,5.505197632262446,0.46724619743299917,0.4317437881048384,73.03225806451613,147.9516129032258,0.05775120202102518,32.75,0.27950196671806016,220,8,62,194,1
a02-053,a02-053,029,data/raw/IAM/images/formsA-D/a02-053.png,2479,3542,-95.0,4.511595280724256,0.33766998949399574,0.45326133510100497,58.51948051948052,124.81818181818181,0.056118234068085644,-2.5,0.27047640610262286,254,8,77,236,1
a02-057,a02-057,030,data/raw/IAM/images/formsA-D/a02-057.png,2479,3542,-127.0,15.704482151758482,0.3896946529586792,0.5332404536835309,94.52307692307693,194.8,0.06363016639300474,1.2222222222222223,0.34749376410635335,204,9,65,177,3
a02-062,a02-062,031,data/raw/IAM/images/formsA-D/a02-062.png,2479,3542,-95.0,12.863831280811878,0.5189485302506794,0.5036601166263291,89.2,192.85,0.0711438398447835,13.5,0.2841007318619259,193,8,60,176,6
a02-067,a02-067,032,data/raw/IAM/images/formsA-D/a02-067.png,2479,3542,-63.0,11.839040273334529,0.37067091628522386,0.5053428970108417,69.10958904109589,198.68493150684932,0.04365905671728527,-8.2,0.41703545240209744,226,10,73,222,1
a02-072,a02-072,033,data/raw/IAM/images/formsA-D/a02-072.png,2479,3542,-30.0,8.615626444863363,0.25691542807184664,0.4230166018880453,62.79545454545455,98.81818181818181,0.053340288000107,4.5,0.27249084289966835,349,8,88,350,0
a02-078,a02-078,034,data/raw/IAM/images/formsA-D/a02-078.png,2479,3542,-30.0,8.90730539130257,0.3164214986544689,0.6824974775969403,73.5375,167.4375,0.032012735806257374,21.2,0.414206608236459,369,10,80,359,3
a02-082,a02-082,035,data/raw/IAM/images/formsA-D/a02-082.png,2479,3542,-95.0,4.97969090473797,0.27246051878667377,0.35028246387615686,50.4375,141.84375,0.049626279874667334,-1.0,0.2779831670162624,194,8,64,192,0
a02-086,a02-086,036,data/raw/IAM/images/formsA-D/a02-086.png,2479,3542,-95.0,12.221888831046172,0.32356524577530077,0.48856366839887244,70.46969696969697,134.9090909090909,0.05347190973784644,-4.0,0.2733429469315258,167,8,66,153,1
a02-090,a02-090,026,data/raw/IAM/images/formsA-D/a02-090.png,2479,3542,127.0,14.579170864774392,0.27631623471845485,0.49453052843689244,69.28125,136.359375,0.05475532618658236,20.428571428571427,0.25633879073204185,186,7,64,183,3
a02-093,a02-093,026,data/raw/IAM/images/formsA-D/a02-093.png,2479,3542,95.0,5.200887823844443,0.347325210553026,0.4652859338585088,64.46575342465754,166.5068493150685,0.05806389034637172,20.555555555555557,0.3240624976510765,274,9,73,274,1
a02-098,a02-098,026,data/raw/IAM/images/formsA-D/a02-098.png,2479,3542,63.0,11.586878236459821,0.3549336113510837,0.4989063770318759,72.66233766233766,154.7792207792208,0.059433249641079725,20.11111111111111,0.3230958230958231,253,9,77,250,3
a02-102,a02-102,037,data/raw/IAM/images/formsA-D/a02-102.png,2479,3542,127.0,15.514612064628412,0.37300466363540224,0.6382734052228831,74.6029411764706,155.3235294117647,0.04555829366583821,11.444444444444445,0.32442818945090196,186,9,68,182,1
a02-106,a02-106,037,data/raw/IAM/images/formsA-D/a02-106.png,2479,3542,127.0,11.284339903402433,0.23197311041406202,0.6144399673596089,69.04819277108433,170.34939759036143,0.049910053031575245,12.2,0.38181036915624844,251,10,83,247,0
a02-111,a02-111,037,data/raw/IAM/images/formsA-D/a02-111.png,2479,3542,30.0,9.884323689885834,0.2681097095927721,0.5921932618269602,69.01204819277109,190.289156626506,0.045736848079582275,15.333333333333334,0.44145412088306313,272,12,83,269,2
a02-116,a02-116,038,data/raw/IAM/images/formsA-D/a02-116.png,2479,3542,-191.0,6.161821560994074,0.3225943308406857,0.5703308289162072,87.28787878787878,177.86363636363637,0.06278738262981096,2.7777777777777777,0.33276074645315395,206,9,66,204,2
a02-120,a02-120,039,data/raw/IAM/images/formsA-D/a02-120.png,2479,3542,-159.0,13.35608633599309,0.394369419901891,0.6053355928692016,73.56962025316456,203.08860759493672,0.058242753623188405,44.45454545454545,0.40234070084816353,251,11,79,164,1
a02-124,a02-124,037,data/raw/IAM/images/formsA-D/a02-124.png,2479,3542,95.0,7.96119208949964,0.3629048306305383,0.6299319032160697,61.09756097560975,178.1219512195122,0.04232039545142199,16.666666666666668,0.20551173049550728,125,6,41,122,0
a03-006,a03-006,040,data/raw/IAM/images/formsA-D/a03-006.png,2479,3542,-30.0,14.577986853053192,0.37076211304875206,0.5419820081243951,72.9375,167.8625,0.06760974238217411,34.55555555555556,0.35644757578566794,176,9,80,168,0
a03-009,a03-009,041,data/raw/IAM/images/formsA-D/a03-009.png,2479,3542,0.0,13.700165140951349,0.3887252274664272,0.6657476957619325,74.3125,199.65625,0.0728991791529385,43.75,0.3044587522199462,188,8,64,130,2
a03-011,a03-011,042,data/raw/IAM/images/formsA-D/a03-011.png,2479,3542,0.0,5.858598143596057,0.29154115384739643,0.4568239489383716,62.29761904761905,138.58333333333334,0.05459190149784209,5.666666666666667,0.3229932107284476,330,9,84,312,0
a03-014,a03-014,043,data/raw/IAM/images/formsA-D/a03-014.png,2479,3542,0.0,23.788590217805694,0.31133775306048306,0.6915490126292261,111.92424242424242,214.77272727272728,0.06397818584172743,22.6,0.41027078048492716,117,10,66,107,1
a03-017,a03-017,044,data/raw/IAM/images/formsA-D/a03-017.png,2479,3542,-30.0,5.0648528073084735,0.45716454669812034,0.5810935016794618,82.01408450704226,181.7887323943662,0.05510117029344682,35.44444444444444,0.32466256930890286,330,9,71,321,0
a03-020,a03-020,045,data/raw/IAM/images/formsA-D/a03-020.png,2479,3542,-63.0,17.49296521552451,0.27881362379809543,0.5475036525790101,114.25862068965517,326.55172413793105,0.06529111996251172,23.363636363636363,0.4666277476141201,190,11,58,188,8
a03-023,a03-023,046,data/raw/IAM/images/formsA-D/a03-023.png,2479,3542,0.0,3.9696098091807666,0.3468847206004251,0.5739600815567113,77.66666666666667,199.09333333333333,0.041295232654817014,17.545454545454547,0.3939490363890104,371,11,75,370,0
a03-027,a03-027,047,data/raw/IAM/images/formsA-D/a03-027.png,2479,3542,-30.0,11.953568158449496,0.2610551434558162,0.46485017980231874,104.25301204819277,159.18072289156626,0.08078781294347687,4.6,0.37381218497376834,317,10,83,224,1
a03-030,a03-030,048,data/raw/IAM/images/formsA-D/a03-030.png,2479,3542,0.0,2.6785703552918245,0.26935698659840607,0.4913431589143245,54.946666666666665,175.97333333333333,0.04265029694043732,-30.8,0.36986246298381276,323,10,75,321,1
a03-034,a03-034,049,data/raw/IAM/images/formsA-D/a03-034.png,2479,3542,-63.0,4.875030351527795,0.2945374785638283,0.495460959516085,68.3030303030303,164.92424242424244,0.05797288453559339,-2.75,0.29479542328341807,254,8,66,241,0
a03-037,a03-037,050,data/raw/IAM/images/formsA-D/a03-037.png,2479,3542,-30.0,6.547850366709811,0.3409122678044886,0.44422200304743265,56.108108108108105,152.2972972972973,0.057374553927904866,-18.0,0.285820884133668,287,8,74,281,0
a03-040,a03-040,051,data/raw/IAM/images/formsA-D/a03-040.png,2479,3542,-63.0,11.8564488147791,0.3540384981425189,0.5132597197972677,71.89393939393939,156.15151515151516,0.05853838401008212,22.142857142857142,0.26531936590340227,185,7,66,174,0
a03-043,a03-043,052,data/raw/IAM/images/formsA-D/a03-043.png,2479,3542,-63.0,6.983386376699109,0.3754256734317036,0.49780937926525265,99.47692307692307,181.27692307692308,0.05345144265420474,-0.1111111111111111,0.3428881657304759,288,9,65,290,0
a03-047,a03-047,037,data/raw/IAM/images/formsA-D/a03-047.png,2479,3542,127.0,9.364136896308727,0.2974229014749996,0.6035456119340075,65.12790697674419,166.06976744186048,0.04407319000548835,15.0,0.4189567294693836,255,11,86,251,0
a03-050,a03-050,000,data/raw/IAM/images/formsA-D/a03-050.png,2479,3542,63.0,8.223565332263517,0.4006767243861687,0.43463342892111795,48.0,171.71875,0.04278987107089866,-22.77777777777778,0.3322034963826009,173,9,64,170,2
